"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","perceptual_distance"
"D1","D25","efficiency","speed",0.424391730081279,"efficiency_speed_D1_D25","carquals",1.72667997933655
"D1","D25","safety","speed",0.52817788484872,"safety_speed_D1_D25","carquals",1.72667997933655
"D1","D25","comfort","safety",0.030135749114045,"comfort_safety_D1_D25","carquals",1.72667997933655
"D1","D25","comfort","speed",0.481958679388485,"comfort_speed_D1_D25","carquals",1.72667997933655
"D1","D25","efficiency","safety",0.114633075427189,"efficiency_safety_D1_D25","carquals",1.72667997933655
"D1","D25","comfort","reliability",0.315475895154795,"comfort_reliability_D1_D25","carquals",1.72667997933655
"D1","D25","reliability","speed",0.293335771418222,"reliability_speed_D1_D25","carquals",1.72667997933655
"D1","D25","comfort","efficiency",0.0795539627693802,"comfort_efficiency_D1_D25","carquals",1.72667997933655
"D1","D25","efficiency","reliability",0.233381077954112,"efficiency_reliability_D1_D25","carquals",1.72667997933655
"D1","D25","reliability","safety",0.373606103532055,"reliability_safety_D1_D25","carquals",1.72667997933655
"D1","D36","comfort","reliability",0.612663722496207,"comfort_reliability_D1_D36","carquals",1.86280382763518
"D1","D36","comfort","speed",0.349616694415127,"comfort_speed_D1_D36","carquals",1.86280382763518
"D1","D36","reliability","speed",0.285646734234978,"reliability_speed_D1_D36","carquals",1.86280382763518
"D1","D36","comfort","safety",0.230379142148178,"comfort_safety_D1_D36","carquals",1.86280382763518
"D1","D36","comfort","efficiency",0.37603164142218,"comfort_efficiency_D1_D36","carquals",1.86280382763518
"D1","D36","efficiency","reliability",0.253828726676351,"efficiency_reliability_D1_D36","carquals",1.86280382763518
"D1","D36","reliability","safety",0.398804042914704,"reliability_safety_D1_D36","carquals",1.86280382763518
"D1","D36","efficiency","safety",0.149080323869035,"efficiency_safety_D1_D36","carquals",1.86280382763518
"D1","D36","safety","speed",0.120100466071514,"safety_speed_D1_D36","carquals",1.86280382763518
"D1","D36","efficiency","speed",0.030210822221657,"efficiency_speed_D1_D36","carquals",1.86280382763518
"D1","D37","comfort","efficiency",0.269786943984853,"comfort_efficiency_D1_D37","carquals",1.61162212671607
"D1","D37","comfort","safety",0.423872385219833,"comfort_safety_D1_D37","carquals",1.61162212671607
"D1","D37","comfort","reliability",0.525232511829643,"comfort_reliability_D1_D37","carquals",1.61162212671607
"D1","D37","efficiency","safety",0.159872000684044,"efficiency_safety_D1_D37","carquals",1.61162212671607
"D1","D37","comfort","speed",0.08105712883765,"comfort_speed_D1_D37","carquals",1.61162212671607
"D1","D37","efficiency","speed",0.189446075425412,"efficiency_speed_D1_D37","carquals",1.61162212671607
"D1","D37","efficiency","reliability",0.253068646351139,"efficiency_reliability_D1_D37","carquals",1.61162212671607
"D1","D37","reliability","safety",0.0854212635314919,"reliability_safety_D1_D37","carquals",1.61162212671607
"D1","D37","safety","speed",0.34574940816205,"safety_speed_D1_D37","carquals",1.61162212671607
"D1","D37","reliability","speed",0.444994050726364,"reliability_speed_D1_D37","carquals",1.61162212671607
"D1","D48","comfort","reliability",0.572676687802953,"comfort_reliability_D1_D48","carquals",3.24025854839656
"D1","D48","efficiency","safety",0.234712365201894,"efficiency_safety_D1_D48","carquals",3.24025854839656
"D1","D48","comfort","speed",0.0537858392938719,"comfort_speed_D1_D48","carquals",3.24025854839656
"D1","D48","efficiency","speed",0.048071938504872,"efficiency_speed_D1_D48","carquals",3.24025854839656
"D1","D48","comfort","efficiency",0.00191049518427805,"comfort_efficiency_D1_D48","carquals",3.24025854839656
"D1","D48","safety","speed",0.18696541501732,"safety_speed_D1_D48","carquals",3.24025854839656
"D1","D48","reliability","speed",0.484091815355665,"reliability_speed_D1_D48","carquals",3.24025854839656
"D1","D48","efficiency","reliability",0.526371078932607,"efficiency_reliability_D1_D48","carquals",3.24025854839656
"D1","D48","comfort","safety",0.255984910581819,"comfort_safety_D1_D48","carquals",3.24025854839656
"D1","D48","reliability","safety",0.317546564267872,"reliability_safety_D1_D48","carquals",3.24025854839656
"D1","D53","comfort","reliability",0.411060128231367,"comfort_reliability_D1_D53","carquals",1.94078697136786
"D1","D53","comfort","speed",0.221279912068038,"comfort_speed_D1_D53","carquals",1.94078697136786
"D1","D53","comfort","safety",0.183833650784967,"comfort_safety_D1_D53","carquals",1.94078697136786
"D1","D53","efficiency","safety",0.0982114465649753,"efficiency_safety_D1_D53","carquals",1.94078697136786
"D1","D53","reliability","safety",0.204146622868651,"reliability_safety_D1_D53","carquals",1.94078697136786
"D1","D53","comfort","efficiency",0.275960830350214,"comfort_efficiency_D1_D53","carquals",1.94078697136786
"D1","D53","safety","speed",0.0427346542814382,"safety_speed_D1_D53","carquals",1.94078697136786
"D1","D53","efficiency","speed",0.054102295588577,"efficiency_speed_D1_D53","carquals",1.94078697136786
"D1","D53","efficiency","reliability",0.0848446664293023,"efficiency_reliability_D1_D53","carquals",1.94078697136786
"D1","D53","reliability","speed",0.148278847485204,"reliability_speed_D1_D53","carquals",1.94078697136786
"D1","D55","comfort","efficiency",0.360760550489426,"comfort_efficiency_D1_D55","carquals",1.64932740122361
"D1","D55","comfort","safety",0.406793159367735,"comfort_safety_D1_D55","carquals",1.64932740122361
"D1","D55","comfort","speed",0.383300559485765,"comfort_speed_D1_D55","carquals",1.64932740122361
"D1","D55","comfort","reliability",0.631206824853535,"comfort_reliability_D1_D55","carquals",1.64932740122361
"D1","D55","efficiency","safety",0.0530861776859059,"efficiency_safety_D1_D55","carquals",1.64932740122361
"D1","D55","safety","speed",0.0242287425752219,"safety_speed_D1_D55","carquals",1.64932740122361
"D1","D55","efficiency","speed",0.0285375998463671,"efficiency_speed_D1_D55","carquals",1.64932740122361
"D1","D55","efficiency","reliability",0.277400966654843,"efficiency_reliability_D1_D55","carquals",1.64932740122361
"D1","D55","reliability","speed",0.243979772238858,"reliability_speed_D1_D55","carquals",1.64932740122361
"D1","D55","reliability","safety",0.21892065888689,"reliability_safety_D1_D55","carquals",1.64932740122361
"D1","D57","comfort","efficiency",0.340096175279951,"comfort_efficiency_D1_D57","carquals",2.22511277803023
"D1","D57","efficiency","speed",0.0785958159683946,"efficiency_speed_D1_D57","carquals",2.22511277803023
"D1","D57","efficiency","safety",0.123910449704268,"efficiency_safety_D1_D57","carquals",2.22511277803023
"D1","D57","safety","speed",0.0447054154318527,"safety_speed_D1_D57","carquals",2.22511277803023
"D1","D57","efficiency","reliability",0.423782391113001,"efficiency_reliability_D1_D57","carquals",2.22511277803023
"D1","D57","comfort","safety",0.448335205426372,"comfort_safety_D1_D57","carquals",2.22511277803023
"D1","D57","comfort","reliability",0.713452959309851,"comfort_reliability_D1_D57","carquals",2.22511277803023
"D1","D57","reliability","speed",0.340953952205777,"reliability_speed_D1_D57","carquals",2.22511277803023
"D1","D57","comfort","speed",0.407007353929895,"comfort_speed_D1_D57","carquals",2.22511277803023
"D1","D57","reliability","safety",0.296799910238756,"reliability_safety_D1_D57","carquals",2.22511277803023
"D1","D64","efficiency","safety",0.138914067569807,"efficiency_safety_D1_D64","carquals",0.304739412143964
"D1","D64","comfort","reliability",0.361929645332018,"comfort_reliability_D1_D64","carquals",0.304739412143964
"D1","D64","efficiency","speed",0.137071953908149,"efficiency_speed_D1_D64","carquals",0.304739412143964
"D1","D64","comfort","speed",0.115063439338426,"comfort_speed_D1_D64","carquals",0.304739412143964
"D1","D64","reliability","speed",0.228821427772182,"reliability_speed_D1_D64","carquals",0.304739412143964
"D1","D64","reliability","safety",0.228293107786535,"reliability_safety_D1_D64","carquals",0.304739412143964
"D1","D64","comfort","safety",0.116864040508053,"comfort_safety_D1_D64","carquals",0.304739412143964
"D1","D64","efficiency","reliability",0.380482245813367,"efficiency_reliability_D1_D64","carquals",0.304739412143964
"D1","D64","safety","speed",0.00134818909128542,"safety_speed_D1_D64","carquals",0.304739412143964
"D1","D64","comfort","efficiency",0.0247815100574702,"comfort_efficiency_D1_D64","carquals",0.304739412143964
"D1","D78","comfort","reliability",0.657521448278209,"comfort_reliability_D1_D78","carquals",2.03181570582378
"D1","D78","comfort","safety",0.160521480952852,"comfort_safety_D1_D78","carquals",2.03181570582378
"D1","D78","efficiency","reliability",0.44709891899313,"efficiency_reliability_D1_D78","carquals",2.03181570582378
"D1","D78","reliability","speed",0.622149824182957,"reliability_speed_D1_D78","carquals",2.03181570582378
"D1","D78","comfort","efficiency",0.238518672286695,"comfort_efficiency_D1_D78","carquals",2.03181570582378
"D1","D78","comfort","speed",0.0397104330583673,"comfort_speed_D1_D78","carquals",2.03181570582378
"D1","D78","safety","speed",0.120394090357323,"safety_speed_D1_D78","carquals",2.03181570582378
"D1","D78","efficiency","safety",0.0793350796819816,"efficiency_safety_D1_D78","carquals",2.03181570582378
"D1","D78","efficiency","speed",0.198545226565028,"efficiency_speed_D1_D78","carquals",2.03181570582378
"D1","D78","reliability","safety",0.519941799189003,"reliability_safety_D1_D78","carquals",2.03181570582378
"D1","D82","efficiency","safety",0.122544364970829,"efficiency_safety_D1_D82","carquals",1.49360827769163
"D1","D82","safety","speed",0.0418039881407204,"safety_speed_D1_D82","carquals",1.49360827769163
"D1","D82","reliability","speed",0.375705498441723,"reliability_speed_D1_D82","carquals",1.49360827769163
"D1","D82","efficiency","speed",0.164051407327952,"efficiency_speed_D1_D82","carquals",1.49360827769163
"D1","D82","comfort","reliability",0.716412254670091,"comfort_reliability_D1_D82","carquals",1.49360827769163
"D1","D82","comfort","efficiency",0.236611715791851,"comfort_efficiency_D1_D82","carquals",1.49360827769163
"D1","D82","reliability","safety",0.418735052609014,"reliability_safety_D1_D82","carquals",1.49360827769163
"D1","D82","efficiency","reliability",0.541725837437075,"efficiency_reliability_D1_D82","carquals",1.49360827769163
"D1","D82","comfort","speed",0.381713217813453,"comfort_speed_D1_D82","carquals",1.49360827769163
"D1","D82","comfort","safety",0.345161732992115,"comfort_safety_D1_D82","carquals",1.49360827769163
"D1","D84","comfort","efficiency",0.112140290973869,"comfort_efficiency_D1_D84","carquals",1.79812460527162
"D1","D84","comfort","speed",0.499128582608402,"comfort_speed_D1_D84","carquals",1.79812460527162
"D1","D84","comfort","reliability",0.659570798274141,"comfort_reliability_D1_D84","carquals",1.79812460527162
"D1","D84","comfort","safety",0.390365706038025,"comfort_safety_D1_D84","carquals",1.79812460527162
"D1","D84","safety","speed",0.112423018835544,"safety_speed_D1_D84","carquals",1.79812460527162
"D1","D84","efficiency","speed",0.411845300010116,"efficiency_speed_D1_D84","carquals",1.79812460527162
"D1","D84","efficiency","reliability",0.586819154502677,"efficiency_reliability_D1_D84","carquals",1.79812460527162
"D1","D84","efficiency","safety",0.296633530450866,"efficiency_safety_D1_D84","carquals",1.79812460527162
"D1","D84","reliability","speed",0.187788184069922,"reliability_speed_D1_D84","carquals",1.79812460527162
"D1","D84","reliability","safety",0.295209660873518,"reliability_safety_D1_D84","carquals",1.79812460527162
"D1","D87","comfort","safety",0.177625143376614,"comfort_safety_D1_D87","carquals",1.69133592758459
"D1","D87","efficiency","safety",0.6708836557745,"efficiency_safety_D1_D87","carquals",1.69133592758459
"D1","D87","comfort","speed",0.189979703020808,"comfort_speed_D1_D87","carquals",1.69133592758459
"D1","D87","comfort","efficiency",0.569791519228809,"comfort_efficiency_D1_D87","carquals",1.69133592758459
"D1","D87","reliability","speed",0.343796415482839,"reliability_speed_D1_D87","carquals",1.69133592758459
"D1","D87","reliability","safety",0.349856762006387,"reliability_safety_D1_D87","carquals",1.69133592758459
"D1","D87","comfort","reliability",0.537947319435107,"comfort_reliability_D1_D87","carquals",1.69133592758459
"D1","D87","efficiency","reliability",0.899497021296592,"efficiency_reliability_D1_D87","carquals",1.69133592758459
"D1","D87","efficiency","speed",0.684169917900372,"efficiency_speed_D1_D87","carquals",1.69133592758459
"D1","D87","safety","speed",0.0100969250159176,"safety_speed_D1_D87","carquals",1.69133592758459
"D101","D1","efficiency","safety",0.133536564894058,"efficiency_safety_D101_D1","carquals",1.05699686465376
"D101","D1","comfort","speed",0.388764406791301,"comfort_speed_D101_D1","carquals",1.05699686465376
"D101","D1","comfort","efficiency",0.0280091597665986,"comfort_efficiency_D101_D1","carquals",1.05699686465376
"D101","D1","efficiency","speed",0.430711552221013,"efficiency_speed_D101_D1","carquals",1.05699686465376
"D101","D1","efficiency","reliability",0.594989459227359,"efficiency_reliability_D101_D1","carquals",1.05699686465376
"D101","D1","comfort","safety",0.100555770251784,"comfort_safety_D101_D1","carquals",1.05699686465376
"D101","D1","safety","speed",0.298532505166862,"safety_speed_D101_D1","carquals",1.05699686465376
"D101","D1","reliability","speed",0.149828665981425,"reliability_speed_D101_D1","carquals",1.05699686465376
"D101","D1","reliability","safety",0.458705985120818,"reliability_safety_D101_D1","carquals",1.05699686465376
"D101","D1","comfort","reliability",0.545358027608289,"comfort_reliability_D101_D1","carquals",1.05699686465376
"D101","D103","efficiency","safety",0.199444567325423,"efficiency_safety_D101_D103","carquals",1.31068320084996
"D101","D103","comfort","reliability",0.0516274199224842,"comfort_reliability_D101_D103","carquals",1.31068320084996
"D101","D103","safety","speed",0.474546377568146,"safety_speed_D101_D103","carquals",1.31068320084996
"D101","D103","comfort","speed",0.345134689611102,"comfort_speed_D101_D103","carquals",1.31068320084996
"D101","D103","comfort","safety",0.141404956665531,"comfort_safety_D101_D103","carquals",1.31068320084996
"D101","D103","efficiency","reliability",0.286071628261944,"efficiency_reliability_D101_D103","carquals",1.31068320084996
"D101","D103","comfort","efficiency",0.336732325571569,"comfort_efficiency_D101_D103","carquals",1.31068320084996
"D101","D103","efficiency","speed",0.642637231008485,"efficiency_speed_D101_D103","carquals",1.31068320084996
"D101","D103","reliability","speed",0.392071750074468,"reliability_speed_D101_D103","carquals",1.31068320084996
"D101","D103","reliability","safety",0.0895868356676219,"reliability_safety_D101_D103","carquals",1.31068320084996
"D101","D105","efficiency","safety",0.0520791825449596,"efficiency_safety_D101_D105","carquals",2.2888018819565
"D101","D105","comfort","reliability",0.109775685851683,"comfort_reliability_D101_D105","carquals",2.2888018819565
"D101","D105","safety","speed",0.559971049931877,"safety_speed_D101_D105","carquals",2.2888018819565
"D101","D105","comfort","speed",0.312554294699134,"comfort_speed_D101_D105","carquals",2.2888018819565
"D101","D105","comfort","safety",0.268173442744793,"comfort_safety_D101_D105","carquals",2.2888018819565
"D101","D105","efficiency","reliability",0.216568679283897,"efficiency_reliability_D101_D105","carquals",2.2888018819565
"D101","D105","comfort","efficiency",0.326617397966216,"comfort_efficiency_D101_D105","carquals",2.2888018819565
"D101","D105","efficiency","speed",0.619381115957502,"efficiency_speed_D101_D105","carquals",2.2888018819565
"D101","D105","reliability","speed",0.416031244215671,"reliability_speed_D101_D105","carquals",2.2888018819565
"D101","D105","reliability","safety",0.160144819978698,"reliability_safety_D101_D105","carquals",2.2888018819565
"D101","D11","efficiency","reliability",0.456603949051521,"efficiency_reliability_D101_D11","carquals",1.84148003100931
"D101","D11","efficiency","safety",0.138103875792209,"efficiency_safety_D101_D11","carquals",1.84148003100931
"D101","D11","comfort","safety",0.234959024784674,"comfort_safety_D101_D11","carquals",1.84148003100931
"D101","D11","comfort","reliability",0.0703419960707412,"comfort_reliability_D101_D11","carquals",1.84148003100931
"D101","D11","efficiency","speed",0.578582989079686,"efficiency_speed_D101_D11","carquals",1.84148003100931
"D101","D11","safety","speed",0.447009114071324,"safety_speed_D101_D11","carquals",1.84148003100931
"D101","D11","comfort","speed",0.220871375810613,"comfort_speed_D101_D11","carquals",1.84148003100931
"D101","D11","reliability","safety",0.313351333883079,"reliability_safety_D101_D11","carquals",1.84148003100931
"D101","D11","comfort","efficiency",0.372839061567499,"comfort_efficiency_D101_D11","carquals",1.84148003100931
"D101","D11","reliability","speed",0.161231835233193,"reliability_speed_D101_D11","carquals",1.84148003100931
"D101","D14","comfort","safety",0.00913345810975086,"comfort_safety_D101_D14","carquals",1.77787016471639
"D101","D14","efficiency","speed",0.287640322521477,"efficiency_speed_D101_D14","carquals",1.77787016471639
"D101","D14","reliability","safety",0.177838181239542,"reliability_safety_D101_D14","carquals",1.77787016471639
"D101","D14","efficiency","reliability",0.29491203651427,"efficiency_reliability_D101_D14","carquals",1.77787016471639
"D101","D14","efficiency","safety",0.113466279463394,"efficiency_safety_D101_D14","carquals",1.77787016471639
"D101","D14","comfort","speed",0.156460438131224,"comfort_speed_D101_D14","carquals",1.77787016471639
"D101","D14","comfort","reliability",0.164173792236998,"comfort_reliability_D101_D14","carquals",1.77787016471639
"D101","D14","comfort","efficiency",0.1194482163316,"comfort_efficiency_D101_D14","carquals",1.77787016471639
"D101","D14","safety","speed",0.170016080196835,"safety_speed_D101_D14","carquals",1.77787016471639
"D101","D14","reliability","speed",0.00873296064795825,"reliability_speed_D101_D14","carquals",1.77787016471639
"D101","D22","comfort","safety",0.00512267101750097,"comfort_safety_D101_D22","carquals",1.16681882964966
"D101","D22","efficiency","reliability",0.202472563743598,"efficiency_reliability_D101_D22","carquals",1.16681882964966
"D101","D22","efficiency","safety",0.168960108330761,"efficiency_safety_D101_D22","carquals",1.16681882964966
"D101","D22","comfort","speed",0.533652547216028,"comfort_speed_D101_D22","carquals",1.16681882964966
"D101","D22","efficiency","speed",0.659837820216466,"efficiency_speed_D101_D22","carquals",1.16681882964966
"D101","D22","safety","speed",0.519735097203033,"safety_speed_D101_D22","carquals",1.16681882964966
"D101","D22","comfort","reliability",0.0394574044115827,"comfort_reliability_D101_D22","carquals",1.16681882964966
"D101","D22","comfort","efficiency",0.168090822008473,"comfort_efficiency_D101_D22","carquals",1.16681882964966
"D101","D22","reliability","speed",0.491272490324534,"reliability_speed_D101_D22","carquals",1.16681882964966
"D101","D22","reliability","safety",0.0335790429759829,"reliability_safety_D101_D22","carquals",1.16681882964966
"D101","D25","comfort","speed",0.0997062149455474,"comfort_speed_D101_D25","carquals",2.69705920646916
"D101","D25","comfort","safety",0.13510614047799,"comfort_safety_D101_D25","carquals",2.69705920646916
"D101","D25","comfort","reliability",0.291130317039706,"comfort_reliability_D101_D25","carquals",2.69705920646916
"D101","D25","efficiency","speed",0.00440453594239365,"efficiency_speed_D101_D25","carquals",2.69705920646916
"D101","D25","efficiency","reliability",0.449072480443137,"efficiency_reliability_D101_D25","carquals",2.69705920646916
"D101","D25","safety","speed",0.253491448343788,"safety_speed_D101_D25","carquals",2.69705920646916
"D101","D25","efficiency","safety",0.282063474798449,"efficiency_safety_D101_D25","carquals",2.69705920646916
"D101","D25","reliability","safety",0.185072604241613,"reliability_safety_D101_D25","carquals",2.69705920646916
"D101","D25","comfort","efficiency",0.111248891759811,"comfort_efficiency_D101_D25","carquals",2.69705920646916
"D101","D25","reliability","speed",0.409737576405213,"reliability_speed_D101_D25","carquals",2.69705920646916
"D101","D36","reliability","speed",0.130840812601279,"reliability_speed_D101_D36","carquals",1.33961143846245
"D101","D36","comfort","speed",0.0438878587896032,"comfort_speed_D101_D36","carquals",1.33961143846245
"D101","D36","safety","speed",0.183484613603671,"safety_speed_D101_D36","carquals",1.33961143846245
"D101","D36","efficiency","safety",0.293337882771089,"efficiency_safety_D101_D36","carquals",1.33961143846245
"D101","D36","efficiency","speed",0.470058240208237,"efficiency_speed_D101_D36","carquals",1.33961143846245
"D101","D36","comfort","safety",0.134180209706388,"comfort_safety_D101_D36","carquals",1.33961143846245
"D101","D36","comfort","reliability",0.0839926390152649,"comfort_reliability_D101_D36","carquals",1.33961143846245
"D101","D36","comfort","efficiency",0.413656280439537,"comfort_efficiency_D101_D36","carquals",1.33961143846245
"D101","D36","efficiency","reliability",0.33506293515201,"efficiency_reliability_D101_D36","carquals",1.33961143846245
"D101","D36","reliability","safety",0.0492613313482841,"reliability_safety_D101_D36","carquals",1.33961143846245
"D101","D37","efficiency","safety",0.0417542491811043,"efficiency_safety_D101_D37","carquals",2.26887849934081
"D101","D37","comfort","speed",0.309883209071548,"comfort_speed_D101_D37","carquals",2.26887849934081
"D101","D37","comfort","reliability",0.0225330787165889,"comfort_reliability_D101_D37","carquals",2.26887849934081
"D101","D37","safety","speed",0.612978283573066,"safety_speed_D101_D37","carquals",2.26887849934081
"D101","D37","efficiency","speed",0.597490747341377,"efficiency_speed_D101_D37","carquals",2.26887849934081
"D101","D37","comfort","safety",0.333329809937061,"comfort_safety_D101_D37","carquals",2.26887849934081
"D101","D37","reliability","speed",0.291219996204815,"reliability_speed_D101_D37","carquals",2.26887849934081
"D101","D37","comfort","efficiency",0.305008801717216,"comfort_efficiency_D101_D37","carquals",2.26887849934081
"D101","D37","efficiency","reliability",0.33042708568903,"efficiency_reliability_D101_D37","carquals",2.26887849934081
"D101","D37","reliability","safety",0.357917203492553,"reliability_safety_D101_D37","carquals",2.26887849934081
"D101","D4","efficiency","safety",0.285846133954732,"efficiency_safety_D101_D4","carquals",1.92256951287354
"D101","D4","efficiency","reliability",0.383449519765748,"efficiency_reliability_D101_D4","carquals",1.92256951287354
"D101","D4","comfort","reliability",0.315520716085245,"comfort_reliability_D101_D4","carquals",1.92256951287354
"D101","D4","comfort","speed",0.400087840339969,"comfort_speed_D101_D4","carquals",1.92256951287354
"D101","D4","comfort","safety",0.215285838184902,"comfort_safety_D101_D4","carquals",1.92256951287354
"D101","D4","safety","speed",0.201668292032416,"safety_speed_D101_D4","carquals",1.92256951287354
"D101","D4","reliability","speed",0.090416000686057,"reliability_speed_D101_D4","carquals",1.92256951287354
"D101","D4","comfort","efficiency",0.0679948713856908,"comfort_efficiency_D101_D4","carquals",1.92256951287354
"D101","D4","efficiency","speed",0.466521566885196,"efficiency_speed_D101_D4","carquals",1.92256951287354
"D101","D4","reliability","safety",0.110460964239347,"reliability_safety_D101_D4","carquals",1.92256951287354
"D101","D48","efficiency","safety",0.124993434256988,"efficiency_safety_D101_D48","carquals",3.03462891658904
"D101","D48","comfort","speed",0.350501205819562,"comfort_speed_D101_D48","carquals",3.03462891658904
"D101","D48","comfort","efficiency",0.0304140080766575,"comfort_efficiency_D101_D48","carquals",3.03462891658904
"D101","D48","efficiency","speed",0.385975539267522,"efficiency_speed_D101_D48","carquals",3.03462891658904
"D101","D48","safety","speed",0.483012115159148,"safety_speed_D101_D48","carquals",3.03462891658904
"D101","D48","reliability","speed",0.32906233686287,"reliability_speed_D101_D48","carquals",3.03462891658904
"D101","D48","comfort","safety",0.150941630651824,"comfort_safety_D101_D48","carquals",3.03462891658904
"D101","D48","comfort","reliability",0.0170778924217745,"comfort_reliability_D101_D48","carquals",3.03462891658904
"D101","D48","efficiency","reliability",0.0473090786169097,"efficiency_reliability_D101_D48","carquals",3.03462891658904
"D101","D48","reliability","safety",0.16487374715303,"reliability_safety_D101_D48","carquals",3.03462891658904
"D101","D51","comfort","speed",0.241158914497855,"comfort_speed_D101_D51","carquals",2.65043581992688
"D101","D51","efficiency","safety",0.330643488863628,"efficiency_safety_D101_D51","carquals",2.65043581992688
"D101","D51","efficiency","reliability",0.455517399737505,"efficiency_reliability_D101_D51","carquals",2.65043581992688
"D101","D51","efficiency","speed",0.702246350444713,"efficiency_speed_D101_D51","carquals",2.65043581992688
"D101","D51","reliability","safety",0.139591742735448,"reliability_safety_D101_D51","carquals",2.65043581992688
"D101","D51","comfort","safety",0.19537106064315,"comfort_safety_D101_D51","carquals",2.65043581992688
"D101","D51","comfort","efficiency",0.504566727085952,"comfort_efficiency_D101_D51","carquals",2.65043581992688
"D101","D51","reliability","speed",0.296064577346225,"reliability_speed_D101_D51","carquals",2.65043581992688
"D101","D51","comfort","reliability",0.0562501802398521,"comfort_reliability_D101_D51","carquals",2.65043581992688
"D101","D51","safety","speed",0.429712366988721,"safety_speed_D101_D51","carquals",2.65043581992688
"D101","D53","comfort","speed",0.176393130965462,"comfort_speed_D101_D53","carquals",1.75269440929289
"D101","D53","comfort","safety",0.0831507481516889,"comfort_safety_D101_D53","carquals",1.75269440929289
"D101","D53","efficiency","safety",0.244484237229591,"efficiency_safety_D101_D53","carquals",1.75269440929289
"D101","D53","comfort","efficiency",0.312205541120265,"comfort_efficiency_D101_D53","carquals",1.75269440929289
"D101","D53","efficiency","speed",0.485547668822852,"efficiency_speed_D101_D53","carquals",1.75269440929289
"D101","D53","comfort","reliability",0.200177647284494,"comfort_reliability_D101_D53","carquals",1.75269440929289
"D101","D53","reliability","speed",0.0132949720331807,"reliability_speed_D101_D53","carquals",1.75269440929289
"D101","D53","reliability","safety",0.297892187907081,"reliability_safety_D101_D53","carquals",1.75269440929289
"D101","D53","efficiency","reliability",0.528494516908497,"efficiency_reliability_D101_D53","carquals",1.75269440929289
"D101","D53","safety","speed",0.26668966171611,"safety_speed_D101_D53","carquals",1.75269440929289
"D101","D55","comfort","speed",0.00675883572484537,"comfort_speed_D101_D55","carquals",1.38410093911152
"D101","D55","efficiency","safety",0.0752031215608229,"efficiency_safety_D101_D55","carquals",1.38410093911152
